#;Cajero;Apertura;Cierre;Estado;Efectivo Inicial;Efectivo Esperado;Efectivo Final;Diferencia;Total Ventas
15512;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;148144.83000000002;0;-148144.83000000002;48144.83
15511;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;115491.56;0;-115491.56;15491.56
15510;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;103380.96;0;-103380.96;3380.96
15509;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;108163.83;0;-108163.83;8163.83
15508;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;146163.26;0;-146163.26;46163.26
15507;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;134727.66;0;-134727.66;34727.66
15506;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;135112.55;0;-135112.55;35112.55
15505;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;114787.55;0;-114787.55;14787.55
15504;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;147841.19;0;-147841.19;47841.19
15503;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;129008.8;0;-129008.8;29008.8
15502;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;100664.2;0;-100664.2;664.2
15501;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;144611.79;0;-144611.79;44611.79
15500;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;121077.1;0;-121077.1;21077.1
15499;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;146548.02;0;-146548.02;46548.02
15498;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;136098.31;0;-136098.31;36098.31
15497;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;127987.66;0;-127987.66;27987.66
15496;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;149579.69;0;-149579.69;49579.69
15495;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;164765.64;0;-164765.64;64765.64
15494;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;134216.23;0;-134216.23;34216.23
15493;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;144373.41;0;-144373.41;44373.41
15492;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;156362.59;0;-156362.59;56362.59
15491;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;110781.27;0;-110781.27;10781.27
15490;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;125730.48;0;-125730.48;25730.48
15489;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;168230.4;0;-168230.4;68230.4
15488;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;102627.94;0;-102627.94;2627.94
15487;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;124462.68;0;-124462.68;24462.68
15486;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;130413.6;0;-130413.6;30413.6
15485;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;139722.05;0;-139722.05;39722.05
15484;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;148761.05;0;-148761.05;48761.05
15483;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;130424.57;0;-130424.57;30424.57
15482;Cajero;"4/9/2026, 3:13:25 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;136039.97;0;-136039.97;36039.97
15481;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:25 p. m.";CLOSED;100000;114745.29000000001;0;-114745.29000000001;14745.29
15480;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;107669.7;0;-107669.7;7669.7
15479;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;178027.49;0;-178027.49;78027.49
15478;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;107154.86;0;-107154.86;7154.86
15477;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;106802.97;0;-106802.97;6802.97
15476;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;144359.69;0;-144359.69;44359.69
15475;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;183368.03;0;-183368.03;83368.03
15474;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;149381.01;0;-149381.01;49381.01
15473;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;139946.39;0;-139946.39;39946.39
15472;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;135342.66;0;-135342.66;35342.66
15471;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;153234.72;0;-153234.72;53234.72
15470;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;111388.14;0;-111388.14;11388.14
15469;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;164529.87;0;-164529.87;64529.87
15468;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;108878.24;0;-108878.24;8878.24
15467;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;140290.46;0;-140290.46;40290.46
15466;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;149204.38;0;-149204.38;49204.38
15465;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;160872.81;0;-160872.81;60872.81
15464;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;134178.27;0;-134178.27;34178.27
15463;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;190232.78;0;-190232.78;90232.78
15462;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;113663.39;0;-113663.39;13663.39
15461;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;127193.15;0;-127193.15;27193.15
15460;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;143105.62;0;-143105.62;43105.62
15459;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;147718.58000000002;0;-147718.58000000002;47718.58
15458;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;142311.16;0;-142311.16;42311.16
15457;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;111032.62;0;-111032.62;11032.62
15456;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;127511.55;0;-127511.55;27511.55
15455;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;133729.87;0;-133729.87;33729.87
15454;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;129860.75;0;-129860.75;29860.75
15453;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;154126.76;0;-154126.76;54126.76
15452;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;193312;0;-193312;93312
15451;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;129094.16;0;-129094.16;29094.16
15450;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;127148.57;0;-127148.57;27148.57
15449;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;141211.08000000002;0;-141211.08000000002;41211.08
15448;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;147069.46;0;-147069.46;47069.46
15447;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;161511.8;0;-161511.8;61511.8
15446;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;108734.70999999999;0;-108734.70999999999;8734.71
15445;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;124807.98;0;-124807.98;24807.98
15444;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;105291.63;0;-105291.63;5291.63
15443;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;184673.35;0;-184673.35;84673.35
15442;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;131918.09;0;-131918.09;31918.09
15441;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;134543.52;0;-134543.52;34543.52
15440;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;110142.25;0;-110142.25;10142.25
15439;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;184198.22;0;-184198.22;84198.22
15438;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;137823.99;0;-137823.99;37823.99
15437;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;110072;0;-110072;10072
15436;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;155590.08000000002;0;-155590.08000000002;55590.08
15435;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;141619.71;0;-141619.71;41619.71
15434;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;153482.78;0;-153482.78;53482.78
15433;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;109462.58;0;-109462.58;9462.58
15432;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;104414.47;0;-104414.47;4414.47
15431;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;195911.77000000002;0;-195911.77000000002;95911.77
15430;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;145205.39;0;-145205.39;45205.39
15429;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;146349.28;0;-146349.28;46349.28
15428;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;158212.91999999998;0;-158212.91999999998;58212.92
15427;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;134543.52;0;-134543.52;34543.52
15426;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;127829.4;0;-127829.4;27829.4
15425;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;149855.91;0;-149855.91;49855.91
15424;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;141977.49;0;-141977.49;41977.49
15423;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;148561.83000000002;0;-148561.83000000002;48561.83
15422;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;147396.48;0;-147396.48;47396.48
15421;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;148091.46;0;-148091.46;48091.46
15420;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;150810.97;0;-150810.97;50810.97
15419;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;101597.33;0;-101597.33;1597.33
15418;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;147624.85;0;-147624.85;47624.85
15417;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;131495.11;0;-131495.11;31495.11
15416;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;138001.96;0;-138001.96;38001.96
15415;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;111751.86;0;-111751.86;11751.86
15414;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;131635.06;0;-131635.06;31635.06
15413;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;121402.13;0;-121402.13;21402.13
15412;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;112307.70999999999;0;-112307.70999999999;12307.71
15411;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;153584.58000000002;0;-153584.58000000002;53584.58
15410;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;121355.56;0;-121355.56;21355.56
15409;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;132247.94;0;-132247.94;32247.94
15408;Cajero;"4/9/2026, 3:13:24 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;100835.74;0;-100835.74;835.74
15407;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:24 p. m.";CLOSED;100000;142002.64;0;-142002.64;42002.64
15406;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;196248.34;0;-196248.34;96248.34
15405;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;146850.11;0;-146850.11;46850.11
15404;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;110027.88;0;-110027.88;10027.88
15403;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;164098.41;0;-164098.41;64098.41
15402;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;139881.11;0;-139881.11;39881.11
15401;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;142426.68;0;-142426.68;42426.68
15400;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;127729.34;0;-127729.34;27729.34
15399;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;135883.44;0;-135883.44;35883.44
15398;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;119982.99;0;-119982.99;19982.99
15397;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;119140.47;0;-119140.47;19140.47
15396;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;101825.87;0;-101825.87;1825.87
15395;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;103298.2;0;-103298.2;3298.2
15394;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;116446.15;0;-116446.15;16446.15
15393;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;183118.72;0;-183118.72;83118.72
15392;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;156922.71;0;-156922.71;56922.71
15391;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;131674.41999999998;0;-131674.41999999998;31674.42
15390;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;108947.61;0;-108947.61;8947.61
15389;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;182218.74;0;-182218.74;82218.74
15388;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;139542.66999999998;0;-139542.66999999998;39542.67
15387;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;126174.85;0;-126174.85;26174.85
15386;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;112955.11;0;-112955.11;12955.11
15385;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;159728.27;0;-159728.27;59728.27
15384;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;141970.32;0;-141970.32;41970.32
15383;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;170390.14;0;-170390.14;70390.14
15382;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;148872.38;0;-148872.38;48872.38
15381;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;155935.7;0;-155935.7;55935.7
15380;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;142484.56;0;-142484.56;42484.56
15379;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;135767.34;0;-135767.34;35767.34
15378;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;131304.41;0;-131304.41;31304.41
15377;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;161051.4;0;-161051.4;61051.4
15376;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;115148.51;0;-115148.51;15148.51
15375;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;109113.49;0;-109113.49;9113.49
15374;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;112411.79000000001;0;-112411.79000000001;12411.79
15373;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;153251.6;0;-153251.6;53251.6
15372;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;135075.27;0;-135075.27;35075.27
15371;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;122398.22;0;-122398.22;22398.22
15370;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;106197.02;0;-106197.02;6197.02
15369;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;128842.42;0;-128842.42;28842.42
15368;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;189453.11;0;-189453.11;89453.11
15367;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;178052.78999999998;0;-178052.78999999998;78052.79
15366;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;156029.58000000002;0;-156029.58000000002;56029.58
15365;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;143419.54;0;-143419.54;43419.54
15364;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;138208.99;0;-138208.99;38208.99
15363;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;129494.69;0;-129494.69;29494.69
15362;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;132467.11;0;-132467.11;32467.11
15361;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;102760.74;0;-102760.74;2760.74
15360;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;147370.05;0;-147370.05;47370.05
15359;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;173193.18;0;-173193.18;73193.18
15358;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;138695.6;0;-138695.6;38695.6
15357;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;197076.15;0;-197076.15;97076.15
15356;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;105156.82;0;-105156.82;5156.82
15355;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;148388.38;0;-148388.38;48388.38
15354;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;104364.95;0;-104364.95;4364.95
15353;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;161509.64;0;-161509.64;61509.64
15352;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;198102.39;0;-198102.39;98102.39
15351;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;149641.48;0;-149641.48;49641.48
15350;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;139899.05;0;-139899.05;39899.05
15349;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;190635.91;0;-190635.91;90635.91
15348;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;112185.1;0;-112185.1;12185.1
15347;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;148693.66999999998;0;-148693.66999999998;48693.67
15346;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;146054.14;0;-146054.14;46054.14
15345;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;114255.20999999999;0;-114255.20999999999;14255.21
15344;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;145376.38;0;-145376.38;45376.38
15343;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;131041.42;0;-131041.42;31041.42
15342;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;105704.62;0;-105704.62;5704.62
15341;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;136655.11;0;-136655.11;36655.11
15340;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;144765.12;0;-144765.12;44765.12
15339;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;185802.28;0;-185802.28;85802.28
15338;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;136039.97;0;-136039.97;36039.97
15337;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;196759.14;0;-196759.14;96759.14
15336;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;132395.63;0;-132395.63;32395.63
15335;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;103599.95;0;-103599.95;3599.95
15334;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;119332.95999999999;0;-119332.95999999999;19332.96
15333;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;134845.63;0;-134845.63;34845.63
15332;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;116530.76;0;-116530.76;16530.76
15331;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;195745.66;0;-195745.66;95745.66
15330;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;123872.24;0;-123872.24;23872.24
15329;Cajero;"4/9/2026, 3:13:23 p. m.";"4/9/2026, 3:13:23 p. m.";CLOSED;100000;144917.02;0;-144917.02;44917.02
